claim_id,exact_claim_text,claim_type,section,figure,dataset,consumer,backbone,experimental_protocol,source_script,source_artifact,sample_unit,n,effect_size,confidence_interval,raw_p,multiple_testing_family,corrected_p,status,notes
PAGE-057,"The symbolic reader's baseline is almost the same on both encoders, because it reads a geometric quantity through a probe. The latent reader's baseline differs by a factor of 1.5, because that reader is the encoder's own representation. A baseline borrowed from another run is therefore wrong for exactly the reader this measurement is about, which is why each baseline was measured inside its own pipeline.",exploratory,chart,,DAVIS; SegTrack where specified,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/core.py; audit_workspace/source/legacy/fig_e21.py,ZIP/site/index.html:454; q1q3_all90.json; e21_clip.json,video,,,,,,,PROVISIONAL,"Exact source statement retained; not independently confirmed merely by appearance in draft/page. Missing fields are unknown or inapplicable, not zero."
PAGE-058,What the measurement establishes,exploratory,chart,,DAVIS; SegTrack where specified,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/core.py; audit_workspace/source/legacy/fig_e21.py,ZIP/site/index.html:463; q1q3_all90.json; e21_clip.json,video,,,,,,,PROVISIONAL,"Exact source statement retained; not independently confirmed merely by appearance in draft/page. Missing fields are unknown or inapplicable, not zero."
PAGE-059,"Extra bytes first buy admission and then buy time. They do not buy accuracy. Within one image resolution the latent reader's error at age zero falls from 0.808 to 0.038 between 10.8 and 18.5 kilobytes, a factor of 21 across a narrow range, below which the memory does not serve it at all. Above that point the error at age zero stops improving while the number of frames over which the reader stays lowest keeps growing, from one to two to three.",exploratory,chart,,DAVIS; SegTrack where specified,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/core.py; audit_workspace/source/legacy/fig_e21.py,ZIP/site/index.html:464; q1q3_all90.json; e21_clip.json,video,,,,,,,PROVISIONAL,"Exact source statement retained; not independently confirmed merely by appearance in draft/page. Missing fields are unknown or inapplicable, not zero."
PAGE-060,04 · REFERENCE AND LAYOUT,exploratory,layout,,DAVIS,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/relayout.py; audit_workspace/source/legacy/frame_ref.py,ZIP/site/index.html:476; relayout.json; frame_ref3.json,video,,,,,,,PROVISIONAL,"Exact source statement retained; not independently confirmed merely by appearance in draft/page. Missing fields are unknown or inapplicable, not zero."
PAGE-061,Alignment decides the value. Order can be restored. Granularity cannot.,exploratory,layout,,DAVIS,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/relayout.py; audit_workspace/source/legacy/frame_ref.py,ZIP/site/index.html:477; relayout.json; frame_ref3.json,video,,,,,,,PROVISIONAL,"Exact source statement retained; not independently confirmed merely by appearance in draft/page. Missing fields are unknown or inapplicable, not zero."
PAGE-062,"If the requirement returns two values, which one carries the weight? We hold the bits and the capacity fixed and change only the index.",exploratory,layout,,DAVIS,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/relayout.py; audit_workspace/source/legacy/frame_ref.py,ZIP/site/index.html:479; relayout.json; frame_ref3.json,video,,,,,,,PROVISIONAL,"Exact source statement retained; not independently confirmed merely by appearance in draft/page. Missing fields are unknown or inapplicable, not zero."
PAGE-063,"Between the byte tier and the reference grid, which one determines whether a stored record is useful?",exploratory,layout,,DAVIS,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/relayout.py; audit_workspace/source/legacy/frame_ref.py,ZIP/site/index.html:484; relayout.json; frame_ref3.json,video,,,,,,,PROVISIONAL,"Exact source statement retained; not independently confirmed merely by appearance in draft/page. Missing fields are unknown or inapplicable, not zero."
PAGE-064,"Five arms on identical payloads. A scene-indexed record, an object-indexed record, the object-indexed record at 64 times the capacity, a permuted index with the permutation discarded, and a permuted index with the permutation stored and undone at read time.",exploratory,layout,,DAVIS,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/relayout.py; audit_workspace/source/legacy/frame_ref.py,ZIP/site/index.html:486; relayout.json; frame_ref3.json,video,,,,,,,PROVISIONAL,"Exact source statement retained; not independently confirmed merely by appearance in draft/page. Missing fields are unknown or inapplicable, not zero."
PAGE-065,"Bits and capacity are identical across arms. Only the index changes. The knee is then shown to be causal by moving the reader's grid to 3, 4 and 6 and observing the knee move with it each time.",exploratory,layout,,DAVIS,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/relayout.py; audit_workspace/source/legacy/frame_ref.py,ZIP/site/index.html:490; relayout.json; frame_ref3.json,video,,,,,,,PROVISIONAL,"Exact source statement retained; not independently confirmed merely by appearance in draft/page. Missing fields are unknown or inapplicable, not zero."
PAGE-066,A reviewer will ask whether more bytes could substitute for correct alignment. This answers that directly.,exploratory,layout,,DAVIS,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/relayout.py; audit_workspace/source/legacy/frame_ref.py,ZIP/site/index.html:493; relayout.json; frame_ref3.json,video,,,,,,,PROVISIONAL,"Exact source statement retained; not independently confirmed merely by appearance in draft/page. Missing fields are unknown or inapplicable, not zero."
PAGE-067,"Figure 4. Keeping the layout against restoring it at read time. Permuting the index while holding bits and capacity fixed pushes the record past the no-memory baseline, meaning the memory becomes worse than none. Storing the permutation as metadata and undoing it at read time restores the original layout exactly, for about 10 microseconds and 104 bytes. Coarsening cannot be undone. The knee sits at the reader's own grid and moves when that grid moves.",exploratory,layout,Figure 4,DAVIS,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/relayout.py; audit_workspace/source/legacy/frame_ref.py,ZIP/site/index.html:499; relayout.json; frame_ref3.json,video,,,,,,,CONTRADICTED,"104 B is a coding lower bound, not the implemented index storage; 144 int64 indices require 1152 B."
PAGE-068,ArmError / baselineReading,exploratory,layout,,DAVIS,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/relayout.py; audit_workspace/source/legacy/frame_ref.py,ZIP/site/index.html:508; relayout.json; frame_ref3.json,video,,,,,,,PROVISIONAL,"Exact source statement retained; not independently confirmed merely by appearance in draft/page. Missing fields are unknown or inapplicable, not zero."
PAGE-069,Scene-indexed payload at 37 kilobytes0.052the reader's own coordinate system,exploratory,layout,,DAVIS,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/relayout.py; audit_workspace/source/legacy/frame_ref.py,ZIP/site/index.html:510; relayout.json; frame_ref3.json,video,,,,,,,PROVISIONAL,"Exact source statement retained; not independently confirmed merely by appearance in draft/page. Missing fields are unknown or inapplicable, not zero."
PAGE-070,"Object-indexed payload at 37 kilobytes0.729identical bytes, different index",exploratory,layout,,DAVIS,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/relayout.py; audit_workspace/source/legacy/frame_ref.py,ZIP/site/index.html:511; relayout.json; frame_ref3.json,video,,,,,,,PROVISIONAL,"Exact source statement retained; not independently confirmed merely by appearance in draft/page. Missing fields are unknown or inapplicable, not zero."
PAGE-071,Object-indexed at 64 times the capacity0.728 → 0.729more bytes do not substitute for alignment,exploratory,layout,,DAVIS,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/relayout.py; audit_workspace/source/legacy/frame_ref.py,ZIP/site/index.html:512; relayout.json; frame_ref3.json,video,,,,,,,PROVISIONAL,"Exact source statement retained; not independently confirmed merely by appearance in draft/page. Missing fields are unknown or inapplicable, not zero."
PAGE-072,"Index permuted, permutation discarded1.073worse than holding no memory",exploratory,layout,,DAVIS,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/relayout.py; audit_workspace/source/legacy/frame_ref.py,ZIP/site/index.html:513; relayout.json; frame_ref3.json,video,,,,,,,PROVISIONAL,"Exact source statement retained; not independently confirmed merely by appearance in draft/page. Missing fields are unknown or inapplicable, not zero."
PAGE-073,"Index permuted, permutation stored and undone0.052identical to the original layout",exploratory,layout,,DAVIS,see exact claim/protocol,see source; not inferred,historical source; exact run identity not fully archived,audit_workspace/source/legacy/relayout.py; audit_workspace/source/legacy/frame_ref.py,ZIP/site/index.html:514; relayout.json; frame_ref3.json,video,,,,,,,PROVISIONAL,"Exact source statement retained; not independently confirmed merely by appearance in draft/page. Missing fields are unknown or inapplicable, not zero."
